dimensions,width,height
"(806, 604)",806,604
"(1321, 990)",1321,990
"(814, 610)",814,610
"(819, 614)",819,614
"(827, 620)",827,620
"(1266, 949)",1266,949
"(1115, 836)",1115,836
"(1231, 923)",1231,923
"(846, 634)",846,634
"(882, 661)",882,661
"(1139, 854)",1139,854
"(1181, 885)",1181,885
"(847, 635)",847,635
"(1255, 941)",1255,941
"(852, 639)",852,639
"(888, 666)",888,666
"(1220, 915)",1220,915
"(1104, 828)",1104,828
"(1195, 896)",1195,896
"(1327, 995)",1327,995
"(1336, 1002)",1336,1002
"(1491, 1118)",1491,1118
"(1177, 882)",1177,882
"(1445, 1083)",1445,1083
"(1252, 939)",1252,939
"(1222, 916)",1222,916
"(818, 613)",818,613
"(1320, 990)",1320,990
"(829, 621)",829,621
"(825, 618)",825,618
"(1203, 902)",1203,902
"(1497, 1122)",1497,1122
"(1254, 940)",1254,940
"(885, 663)",885,663
"(1391, 1043)",1391,1043
"(1451, 1088)",1451,1088
"(1355, 1016)",1355,1016
"(1432, 1074)",1432,1074
"(1228, 921)",1228,921
"(1254, 940)",1254,940
"(1113, 834)",1113,834
"(1168, 876)",1168,876
"(825, 618)",825,618
"(1484, 1113)",1484,1113
"(879, 659)",879,659
"(1223, 917)",1223,917
"(880, 660)",880,660
"(863, 647)",863,647
"(829, 621)",829,621
"(898, 673)",898,673
"(879, 659)",879,659
"(842, 631)",842,631
"(1496, 1122)",1496,1122
"(1430, 1072)",1430,1072
"(1140, 855)",1140,855
"(1155, 866)",1155,866
"(805, 603)",805,603
"(818, 613)",818,613
"(1207, 905)",1207,905
"(873, 654)",873,654
"(1374, 1030)",1374,1030
"(836, 627)",836,627
"(1108, 831)",1108,831
"(841, 630)",841,630
"(853, 639)",853,639
"(1468, 1101)",1468,1101
"(1100, 825)",1100,825
"(884, 663)",884,663
"(856, 642)",856,642
"(1154, 865)",1154,865
"(1495, 1121)",1495,1121
"(804, 603)",804,603
"(1397, 1047)",1397,1047
"(830, 622)",830,622
"(1254, 940)",1254,940
"(850, 637)",850,637
"(1449, 1086)",1449,1086
"(1442, 1081)",1442,1081
"(809, 606)",809,606
"(1432, 1074)",1432,1074
"(862, 646)",862,646
"(882, 661)",882,661
"(1472, 1104)",1472,1104
"(884, 663)",884,663
"(870, 652)",870,652
"(803, 602)",803,602
"(1430, 1072)",1430,1072
"(802, 601)",802,601
"(838, 628)",838,628
"(888, 666)",888,666
"(1488, 1116)",1488,1116
"(1268, 951)",1268,951
"(878, 658)",878,658
"(1264, 948)",1264,948
"(1286, 964)",1286,964
"(836, 627)",836,627
"(1236, 927)",1236,927
"(898, 673)",898,673
"(819, 614)",819,614
"(825, 618)",825,618
"(1227, 920)",1227,920
"(1109, 831)",1109,831
"(1321, 990)",1321,990
"(1316, 987)",1316,987
"(820, 615)",820,615
"(1195, 896)",1195,896
"(1168, 876)",1168,876
"(1328, 996)",1328,996
"(1348, 1011)",1348,1011
"(868, 651)",868,651
"(853, 639)",853,639
"(1387, 1040)",1387,1040
"(820, 615)",820,615
"(1232, 924)",1232,924
"(831, 623)",831,623
"(1220, 915)",1220,915
"(883, 662)",883,662
"(860, 645)",860,645
"(1450, 1087)",1450,1087
"(1239, 929)",1239,929
"(1308, 981)",1308,981
"(827, 620)",827,620
"(1365, 1023)",1365,1023
"(1299, 974)",1299,974
"(1278, 958)",1278,958
"(813, 609)",813,609
"(1500, 1125)",1500,1125
"(856, 642)",856,642
"(840, 630)",840,630
"(1435, 1076)",1435,1076
"(1192, 894)",1192,894
"(1206, 904)",1206,904
"(1361, 1020)",1361,1020
"(807, 605)",807,605
"(1118, 838)",1118,838
"(886, 664)",886,664
"(1243, 932)",1243,932
"(866, 649)",866,649
"(829, 621)",829,621
"(1282, 961)",1282,961
"(1107, 830)",1107,830
"(830, 622)",830,622
"(820, 615)",820,615
"(830, 622)",830,622
"(1190, 892)",1190,892
"(890, 667)",890,667
"(831, 623)",831,623
"(1259, 944)",1259,944
"(1374, 1030)",1374,1030
"(1233, 924)",1233,924
"(874, 655)",874,655
"(816, 612)",816,612
"(1407, 1055)",1407,1055
"(817, 612)",817,612
"(1364, 1023)",1364,1023
"(1449, 1086)",1449,1086
"(826, 619)",826,619
"(1404, 1053)",1404,1053
"(1280, 960)",1280,960
"(1304, 978)",1304,978
"(1484, 1113)",1484,1113
"(852, 639)",852,639
"(1197, 897)",1197,897
"(872, 654)",872,654
"(800, 600)",800,600
"(1133, 849)",1133,849
"(867, 650)",867,650
"(1499, 1124)",1499,1124
"(866, 649)",866,649
"(1162, 871)",1162,871
"(1376, 1032)",1376,1032
"(873, 654)",873,654
"(1440, 1080)",1440,1080
"(1421, 1065)",1421,1065
"(801, 600)",801,600
"(873, 654)",873,654
"(1332, 999)",1332,999
"(874, 655)",874,655
"(1288, 966)",1288,966
"(1142, 856)",1142,856
"(877, 657)",877,657
"(898, 673)",898,673
"(827, 620)",827,620
"(873, 654)",873,654
"(1341, 1005)",1341,1005
"(878, 658)",878,658
"(866, 649)",866,649
"(857, 642)",857,642
"(879, 659)",879,659
"(1258, 943)",1258,943
"(1251, 938)",1251,938
"(1202, 901)",1202,901
"(1308, 981)",1308,981
"(841, 630)",841,630
"(847, 635)",847,635
"(826, 619)",826,619
"(900, 675)",900,675
"(1199, 899)",1199,899
"(1125, 843)",1125,843
"(1195, 896)",1195,896
"(806, 604)",806,604
"(1324, 993)",1324,993
"(1432, 1074)",1432,1074
"(836, 627)",836,627
"(1487, 1115)",1487,1115
"(844, 633)",844,633
"(864, 648)",864,648
"(1241, 930)",1241,930
"(894, 670)",894,670
"(1108, 831)",1108,831
"(1323, 992)",1323,992
"(805, 603)",805,603
"(832, 624)",832,624
"(1272, 954)",1272,954
"(846, 634)",846,634
"(1214, 910)",1214,910
"(842, 631)",842,631
"(863, 647)",863,647
"(1336, 1002)",1336,1002
"(853, 639)",853,639
"(877, 657)",877,657
"(1310, 982)",1310,982
"(829, 621)",829,621
"(1394, 1045)",1394,1045
"(837, 627)",837,627
"(817, 612)",817,612
"(1449, 1086)",1449,1086
"(864, 648)",864,648
"(1239, 929)",1239,929
"(1360, 1020)",1360,1020
"(1247, 935)",1247,935
"(801, 600)",801,600
"(1263, 947)",1263,947
"(1329, 996)",1329,996
"(801, 600)",801,600
"(1468, 1101)",1468,1101
"(1114, 835)",1114,835
"(1230, 922)",1230,922
"(1414, 1060)",1414,1060
"(900, 675)",900,675
"(1209, 906)",1209,906
"(894, 670)",894,670
"(1357, 1017)",1357,1017
"(852, 639)",852,639
"(875, 656)",875,656
"(1126, 844)",1126,844
"(1444, 1083)",1444,1083
"(1262, 946)",1262,946
"(884, 663)",884,663
"(805, 603)",805,603
"(844, 633)",844,633
"(1172, 879)",1172,879
"(1191, 893)",1191,893
"(1375, 1031)",1375,1031
"(842, 631)",842,631
"(867, 650)",867,650
"(1197, 897)",1197,897
"(800, 600)",800,600
"(865, 648)",865,648
"(854, 640)",854,640
"(1463, 1097)",1463,1097
"(891, 668)",891,668
"(1429, 1071)",1429,1071
"(1395, 1046)",1395,1046
"(830, 622)",830,622
"(880, 660)",880,660
"(1166, 874)",1166,874
"(844, 633)",844,633
"(819, 614)",819,614
"(829, 621)",829,621
"(1461, 1095)",1461,1095
"(894, 670)",894,670
"(1496, 1122)",1496,1122
"(802, 601)",802,601
"(829, 621)",829,621
"(839, 629)",839,629
"(826, 619)",826,619
"(836, 627)",836,627
"(1330, 997)",1330,997
"(853, 639)",853,639
"(1362, 1021)",1362,1021
"(1439, 1079)",1439,1079
"(1212, 909)",1212,909
"(895, 671)",895,671
"(1227, 920)",1227,920
"(804, 603)",804,603
"(816, 612)",816,612
"(870, 652)",870,652
"(893, 669)",893,669
"(1118, 838)",1118,838
"(1167, 875)",1167,875
"(880, 660)",880,660
"(849, 636)",849,636
"(872, 654)",872,654
"(863, 647)",863,647
"(1145, 858)",1145,858
"(863, 647)",863,647
"(848, 636)",848,636
"(800, 600)",800,600
"(1216, 912)",1216,912
"(1196, 897)",1196,897
"(871, 653)",871,653
"(865, 648)",865,648
"(1251, 938)",1251,938
"(808, 606)",808,606
"(1476, 1107)",1476,1107
"(830, 622)",830,622
"(890, 667)",890,667
"(1483, 1112)",1483,1112
"(1307, 980)",1307,980
"(844, 633)",844,633
"(1155, 866)",1155,866
"(864, 648)",864,648
"(1127, 845)",1127,845
"(1310, 982)",1310,982
"(883, 662)",883,662
"(892, 669)",892,669
"(896, 672)",896,672
"(1310, 982)",1310,982
"(1124, 843)",1124,843
"(877, 657)",877,657
"(1434, 1075)",1434,1075
"(1188, 891)",1188,891
"(858, 643)",858,643
"(1254, 940)",1254,940
"(835, 626)",835,626
"(804, 603)",804,603
"(1290, 967)",1290,967
"(876, 657)",876,657
"(806, 604)",806,604
"(1270, 952)",1270,952
"(816, 612)",816,612
"(862, 646)",862,646
"(863, 647)",863,647
"(1496, 1122)",1496,1122
"(858, 643)",858,643
"(821, 615)",821,615
"(818, 613)",818,613
"(1100, 825)",1100,825
"(806, 604)",806,604
"(1295, 971)",1295,971
"(1347, 1010)",1347,1010
"(1299, 974)",1299,974
"(1396, 1047)",1396,1047
"(1166, 874)",1166,874
"(833, 624)",833,624
"(838, 628)",838,628
"(1232, 924)",1232,924
"(1369, 1026)",1369,1026
"(800, 600)",800,600
"(1408, 1056)",1408,1056
"(882, 661)",882,661
"(1441, 1080)",1441,1080
"(867, 650)",867,650
"(1313, 984)",1313,984
"(825, 618)",825,618
"(1187, 890)",1187,890
"(852, 639)",852,639
"(1223, 917)",1223,917
"(1395, 1046)",1395,1046
"(1300, 975)",1300,975
"(875, 656)",875,656
"(830, 622)",830,622
"(889, 666)",889,666
"(1213, 909)",1213,909
"(1426, 1069)",1426,1069
"(1316, 987)",1316,987
"(827, 620)",827,620
"(1470, 1102)",1470,1102
"(812, 609)",812,609
"(1180, 885)",1180,885
"(1433, 1074)",1433,1074
"(1107, 830)",1107,830
"(1324, 993)",1324,993
"(1438, 1078)",1438,1078
"(1372, 1029)",1372,1029
"(817, 612)",817,612
"(1426, 1069)",1426,1069
"(1259, 944)",1259,944
"(1431, 1073)",1431,1073
"(873, 654)",873,654
"(833, 624)",833,624
"(1251, 938)",1251,938
"(876, 657)",876,657
"(1391, 1043)",1391,1043
"(888, 666)",888,666
"(1264, 948)",1264,948
"(857, 642)",857,642
"(857, 642)",857,642
"(840, 630)",840,630
"(1337, 1002)",1337,1002
"(842, 631)",842,631
"(900, 675)",900,675
"(857, 642)",857,642
"(1467, 1100)",1467,1100
"(884, 663)",884,663
"(804, 603)",804,603
"(1313, 984)",1313,984
"(1221, 915)",1221,915
"(801, 600)",801,600
"(1463, 1097)",1463,1097
"(1267, 950)",1267,950
"(1408, 1056)",1408,1056
"(811, 608)",811,608
"(812, 609)",812,609
"(823, 617)",823,617
"(1129, 846)",1129,846
"(1418, 1063)",1418,1063
"(883, 662)",883,662
"(896, 672)",896,672
"(1197, 897)",1197,897
"(1437, 1077)",1437,1077
"(1264, 948)",1264,948
"(1452, 1089)",1452,1089
"(847, 635)",847,635
"(813, 609)",813,609
"(882, 661)",882,661
"(869, 651)",869,651
"(879, 659)",879,659
"(810, 607)",810,607
"(822, 616)",822,616
"(834, 625)",834,625
"(841, 630)",841,630
"(1437, 1077)",1437,1077
"(1133, 849)",1133,849
"(816, 612)",816,612
"(1449, 1086)",1449,1086
"(880, 660)",880,660
"(879, 659)",879,659
"(847, 635)",847,635
"(1284, 963)",1284,963
"(1380, 1035)",1380,1035
"(832, 624)",832,624
"(1264, 948)",1264,948
"(1273, 954)",1273,954
"(1109, 831)",1109,831
"(1144, 858)",1144,858
"(1211, 908)",1211,908
"(1181, 885)",1181,885
"(1355, 1016)",1355,1016
"(1134, 850)",1134,850
"(1170, 877)",1170,877
"(843, 632)",843,632
"(1179, 884)",1179,884
"(809, 606)",809,606
"(1224, 918)",1224,918
"(820, 615)",820,615
"(1346, 1009)",1346,1009
"(1380, 1035)",1380,1035
"(805, 603)",805,603
"(880, 660)",880,660
"(1155, 866)",1155,866
"(827, 620)",827,620
"(827, 620)",827,620
"(887, 665)",887,665
"(894, 670)",894,670
"(886, 664)",886,664
"(1391, 1043)",1391,1043
"(878, 658)",878,658
"(1156, 867)",1156,867
"(865, 648)",865,648
"(1146, 859)",1146,859
"(1468, 1101)",1468,1101
"(867, 650)",867,650
"(1290, 967)",1290,967
"(1252, 939)",1252,939
"(883, 662)",883,662
"(811, 608)",811,608
"(889, 666)",889,666
"(826, 619)",826,619
"(1448, 1086)",1448,1086
"(867, 650)",867,650
"(833, 624)",833,624
"(1175, 881)",1175,881
"(1324, 993)",1324,993
"(1147, 860)",1147,860
"(1460, 1095)",1460,1095
"(803, 602)",803,602
"(899, 674)",899,674
"(1452, 1089)",1452,1089
"(1364, 1023)",1364,1023
"(1150, 862)",1150,862
"(1439, 1079)",1439,1079
"(886, 664)",886,664
"(1140, 855)",1140,855
"(1245, 933)",1245,933
"(1266, 949)",1266,949
"(830, 622)",830,622
"(870, 652)",870,652
"(820, 615)",820,615
"(1454, 1090)",1454,1090
"(861, 645)",861,645
"(865, 648)",865,648
"(886, 664)",886,664
"(1499, 1124)",1499,1124
"(889, 666)",889,666
"(1129, 846)",1129,846
"(891, 668)",891,668
"(1315, 986)",1315,986
"(1233, 924)",1233,924
"(869, 651)",869,651
"(863, 647)",863,647
"(1393, 1044)",1393,1044
"(900, 675)",900,675
"(1225, 918)",1225,918
"(1264, 948)",1264,948
"(871, 653)",871,653
"(1419, 1064)",1419,1064
"(827, 620)",827,620
"(862, 646)",862,646
"(814, 610)",814,610
"(1170, 877)",1170,877
"(1201, 900)",1201,900
"(842, 631)",842,631
"(1156, 867)",1156,867
"(838, 628)",838,628
"(867, 650)",867,650
"(888, 666)",888,666
"(1153, 864)",1153,864
"(881, 660)",881,660
"(872, 654)",872,654
"(1102, 826)",1102,826
"(1200, 900)",1200,900
"(1258, 943)",1258,943
"(1211, 908)",1211,908
"(826, 619)",826,619
"(860, 645)",860,645
"(1212, 909)",1212,909
"(832, 624)",832,624
"(1144, 858)",1144,858
"(1133, 849)",1133,849
"(1349, 1011)",1349,1011
"(1485, 1113)",1485,1113
"(814, 610)",814,610
"(1281, 960)",1281,960
"(871, 653)",871,653
"(1175, 881)",1175,881
"(1379, 1034)",1379,1034
"(1428, 1071)",1428,1071
"(842, 631)",842,631
"(1383, 1037)",1383,1037
"(1350, 1012)",1350,1012
"(1436, 1077)",1436,1077
"(1442, 1081)",1442,1081
"(875, 656)",875,656
"(1398, 1048)",1398,1048
"(877, 657)",877,657
"(882, 661)",882,661
"(862, 646)",862,646
"(1313, 984)",1313,984
"(873, 654)",873,654
"(1219, 914)",1219,914
"(892, 669)",892,669
"(846, 634)",846,634
"(897, 672)",897,672
"(854, 640)",854,640
"(1242, 931)",1242,931
"(852, 639)",852,639
"(870, 652)",870,652
"(1247, 935)",1247,935
"(1417, 1062)",1417,1062
"(893, 669)",893,669
"(1176, 882)",1176,882
"(1493, 1119)",1493,1119
"(1395, 1046)",1395,1046
"(1125, 843)",1125,843
"(1100, 825)",1100,825
"(1203, 902)",1203,902
"(877, 657)",877,657
"(1307, 980)",1307,980
"(1196, 897)",1196,897
"(1477, 1107)",1477,1107
"(1334, 1000)",1334,1000
"(1299, 974)",1299,974
"(1176, 882)",1176,882
"(885, 663)",885,663
"(890, 667)",890,667
"(819, 614)",819,614
"(1366, 1024)",1366,1024
"(1238, 928)",1238,928
"(1336, 1002)",1336,1002
"(844, 633)",844,633
"(897, 672)",897,672
"(1137, 852)",1137,852
"(853, 639)",853,639
"(1169, 876)",1169,876
"(1210, 907)",1210,907
"(1370, 1027)",1370,1027
"(1178, 883)",1178,883
"(1119, 839)",1119,839
"(1432, 1074)",1432,1074
"(1366, 1024)",1366,1024
"(1125, 843)",1125,843
"(1456, 1092)",1456,1092
"(1163, 872)",1163,872
"(1468, 1101)",1468,1101
"(1149, 861)",1149,861
"(1366, 1024)",1366,1024
"(1444, 1083)",1444,1083
"(896, 672)",896,672
"(828, 621)",828,621
"(820, 615)",820,615
"(1131, 848)",1131,848
"(1236, 927)",1236,927
"(1361, 1020)",1361,1020
"(836, 627)",836,627
"(900, 675)",900,675
"(1279, 959)",1279,959
"(1227, 920)",1227,920
"(1124, 843)",1124,843
"(1494, 1120)",1494,1120
"(1288, 966)",1288,966
"(873, 654)",873,654
"(1496, 1122)",1496,1122
"(801, 600)",801,600
"(1219, 914)",1219,914
"(1284, 963)",1284,963
"(1414, 1060)",1414,1060
"(879, 659)",879,659
"(1214, 910)",1214,910
"(1450, 1087)",1450,1087
"(1239, 929)",1239,929
"(1157, 867)",1157,867
"(1412, 1059)",1412,1059
"(847, 635)",847,635
"(809, 606)",809,606
"(819, 614)",819,614
"(1261, 945)",1261,945
"(886, 664)",886,664
"(1267, 950)",1267,950
"(803, 602)",803,602
"(873, 654)",873,654
"(807, 605)",807,605
"(814, 610)",814,610
"(888, 666)",888,666
"(1451, 1088)",1451,1088
"(811, 608)",811,608
"(852, 639)",852,639
"(826, 619)",826,619
"(1207, 905)",1207,905
"(1181, 885)",1181,885
"(1273, 954)",1273,954
"(854, 640)",854,640
"(1370, 1027)",1370,1027
"(888, 666)",888,666
"(1176, 882)",1176,882
"(1293, 969)",1293,969
"(1485, 1113)",1485,1113
"(1219, 914)",1219,914
"(1342, 1006)",1342,1006
"(1340, 1005)",1340,1005
"(1359, 1019)",1359,1019
"(882, 661)",882,661
"(828, 621)",828,621
"(825, 618)",825,618
"(1354, 1015)",1354,1015
"(1241, 930)",1241,930
"(880, 660)",880,660
"(887, 665)",887,665
"(822, 616)",822,616
"(1202, 901)",1202,901
"(1398, 1048)",1398,1048
"(1241, 930)",1241,930
"(1463, 1097)",1463,1097
"(847, 635)",847,635
"(830, 622)",830,622
"(1332, 999)",1332,999
"(879, 659)",879,659
"(895, 671)",895,671
"(1322, 991)",1322,991
"(1268, 951)",1268,951
"(879, 659)",879,659
"(875, 656)",875,656
"(818, 613)",818,613
"(800, 600)",800,600
"(823, 617)",823,617
"(1267, 950)",1267,950
"(826, 619)",826,619
"(844, 633)",844,633
"(1344, 1008)",1344,1008
"(1327, 995)",1327,995
"(898, 673)",898,673
"(1422, 1066)",1422,1066
"(894, 670)",894,670
"(1109, 831)",1109,831
"(1377, 1032)",1377,1032
"(1365, 1023)",1365,1023
"(1262, 946)",1262,946
"(867, 650)",867,650
"(818, 613)",818,613
"(857, 642)",857,642
"(1270, 952)",1270,952
"(1395, 1046)",1395,1046
"(1462, 1096)",1462,1096
"(1446, 1084)",1446,1084
"(1418, 1063)",1418,1063
"(804, 603)",804,603
"(818, 613)",818,613
"(1415, 1061)",1415,1061
"(854, 640)",854,640
"(1211, 908)",1211,908
"(855, 641)",855,641
"(803, 602)",803,602
"(1388, 1041)",1388,1041
"(1252, 939)",1252,939
"(1357, 1017)",1357,1017
"(817, 612)",817,612
"(873, 654)",873,654
"(805, 603)",805,603
"(875, 656)",875,656
"(844, 633)",844,633
"(820, 615)",820,615
"(1478, 1108)",1478,1108
"(1232, 924)",1232,924
"(900, 675)",900,675
"(892, 669)",892,669
"(1236, 927)",1236,927
"(836, 627)",836,627
"(853, 639)",853,639
"(850, 637)",850,637
"(1101, 825)",1101,825
"(804, 603)",804,603
"(1216, 912)",1216,912
"(897, 672)",897,672
"(1416, 1062)",1416,1062
"(870, 652)",870,652
"(848, 636)",848,636
"(1185, 888)",1185,888
"(859, 644)",859,644
"(1325, 993)",1325,993
"(827, 620)",827,620
"(839, 629)",839,629
"(1140, 855)",1140,855
"(888, 666)",888,666
"(1134, 850)",1134,850
"(800, 600)",800,600
"(1220, 915)",1220,915
"(863, 647)",863,647
"(816, 612)",816,612
"(1314, 985)",1314,985
"(1422, 1066)",1422,1066
"(857, 642)",857,642
"(811, 608)",811,608
"(1271, 953)",1271,953
"(1137, 852)",1137,852
"(850, 637)",850,637
"(872, 654)",872,654
"(1338, 1003)",1338,1003
"(1374, 1030)",1374,1030
"(1216, 912)",1216,912
"(1101, 825)",1101,825
"(877, 657)",877,657
"(801, 600)",801,600
"(865, 648)",865,648
"(854, 640)",854,640
"(1164, 873)",1164,873
"(1304, 978)",1304,978
"(1372, 1029)",1372,1029
"(1355, 1016)",1355,1016
"(1492, 1119)",1492,1119
"(895, 671)",895,671
"(818, 613)",818,613
"(872, 654)",872,654
"(804, 603)",804,603
"(831, 623)",831,623
"(1345, 1008)",1345,1008
"(846, 634)",846,634
"(855, 641)",855,641
"(881, 660)",881,660
"(1101, 825)",1101,825
"(812, 609)",812,609
"(1394, 1045)",1394,1045
"(1393, 1044)",1393,1044
"(880, 660)",880,660
"(1218, 913)",1218,913
"(1362, 1021)",1362,1021
"(1238, 928)",1238,928
"(1406, 1054)",1406,1054
"(1306, 979)",1306,979
"(881, 660)",881,660
"(1420, 1065)",1420,1065
"(900, 675)",900,675
"(807, 605)",807,605
"(869, 651)",869,651
"(852, 639)",852,639
"(1401, 1050)",1401,1050
"(878, 658)",878,658
"(1462, 1096)",1462,1096
"(811, 608)",811,608
"(1313, 984)",1313,984
"(838, 628)",838,628
"(804, 603)",804,603
"(859, 644)",859,644
"(804, 603)",804,603
"(805, 603)",805,603
"(1402, 1051)",1402,1051
"(1341, 1005)",1341,1005
"(1345, 1008)",1345,1008
"(823, 617)",823,617
"(833, 624)",833,624
"(1175, 881)",1175,881
"(844, 633)",844,633
"(1349, 1011)",1349,1011
"(853, 639)",853,639
"(1297, 972)",1297,972
"(1205, 903)",1205,903
"(817, 612)",817,612
"(1362, 1021)",1362,1021
"(1218, 913)",1218,913
"(812, 609)",812,609
"(1173, 879)",1173,879
"(1477, 1107)",1477,1107
"(809, 606)",809,606
"(837, 627)",837,627
"(818, 613)",818,613
"(1253, 939)",1253,939
"(1219, 914)",1219,914
"(1405, 1053)",1405,1053
"(1477, 1107)",1477,1107
"(866, 649)",866,649
"(820, 615)",820,615
"(850, 637)",850,637
"(855, 641)",855,641
"(803, 602)",803,602
"(1492, 1119)",1492,1119
"(1328, 996)",1328,996
"(878, 658)",878,658
"(849, 636)",849,636
"(1137, 852)",1137,852
"(877, 657)",877,657
"(800, 600)",800,600
"(1369, 1026)",1369,1026
"(878, 658)",878,658
"(845, 633)",845,633
"(864, 648)",864,648
"(1339, 1004)",1339,1004
"(1467, 1100)",1467,1100
"(892, 669)",892,669
"(883, 662)",883,662
"(873, 654)",873,654
"(806, 604)",806,604
"(1272, 954)",1272,954
"(859, 644)",859,644
"(1492, 1119)",1492,1119
"(876, 657)",876,657
"(819, 614)",819,614
"(892, 669)",892,669
"(851, 638)",851,638
"(804, 603)",804,603
"(1236, 927)",1236,927
"(862, 646)",862,646
"(850, 637)",850,637
"(1384, 1038)",1384,1038
"(1370, 1027)",1370,1027
"(1431, 1073)",1431,1073
"(1383, 1037)",1383,1037
"(1375, 1031)",1375,1031
"(810, 607)",810,607
"(1264, 948)",1264,948
"(1432, 1074)",1432,1074
"(899, 674)",899,674
"(870, 652)",870,652
"(879, 659)",879,659
"(1355, 1016)",1355,1016
"(1249, 936)",1249,936
"(816, 612)",816,612
"(835, 626)",835,626
"(1417, 1062)",1417,1062
"(817, 612)",817,612
"(867, 650)",867,650
"(1354, 1015)",1354,1015
"(1245, 933)",1245,933
"(1270, 952)",1270,952
"(1384, 1038)",1384,1038
"(1268, 951)",1268,951
"(828, 621)",828,621
"(1225, 918)",1225,918
"(1441, 1080)",1441,1080
"(868, 651)",868,651
"(1231, 923)",1231,923
"(833, 624)",833,624
"(895, 671)",895,671
"(1406, 1054)",1406,1054
"(815, 611)",815,611
"(1499, 1124)",1499,1124
"(1224, 918)",1224,918
"(1243, 932)",1243,932
"(807, 605)",807,605
"(812, 609)",812,609
"(868, 651)",868,651
"(850, 637)",850,637
"(1358, 1018)",1358,1018
"(1264, 948)",1264,948
"(1255, 941)",1255,941
"(1269, 951)",1269,951
"(867, 650)",867,650
"(832, 624)",832,624
"(817, 612)",817,612
"(810, 607)",810,607
"(821, 615)",821,615
"(867, 650)",867,650
"(817, 612)",817,612
"(895, 671)",895,671
"(1367, 1025)",1367,1025
"(1172, 879)",1172,879
"(1244, 933)",1244,933
"(874, 655)",874,655
"(820, 615)",820,615
"(809, 606)",809,606
"(1339, 1004)",1339,1004
"(1450, 1087)",1450,1087
"(1260, 945)",1260,945
"(838, 628)",838,628
"(1325, 993)",1325,993
"(843, 632)",843,632
"(851, 638)",851,638
"(894, 670)",894,670
"(1230, 922)",1230,922
"(1289, 966)",1289,966
"(1186, 889)",1186,889
"(849, 636)",849,636
"(1249, 936)",1249,936
"(814, 610)",814,610
"(1276, 957)",1276,957
"(1290, 967)",1290,967
"(1110, 832)",1110,832
"(807, 605)",807,605
"(1124, 843)",1124,843
"(811, 608)",811,608
"(855, 641)",855,641
"(1175, 881)",1175,881
"(1469, 1101)",1469,1101
"(821, 615)",821,615
"(878, 658)",878,658
"(1391, 1043)",1391,1043
"(1183, 887)",1183,887
"(1199, 899)",1199,899
"(834, 625)",834,625
"(1484, 1113)",1484,1113
"(830, 622)",830,622
"(817, 612)",817,612
"(1137, 852)",1137,852
"(855, 641)",855,641
"(839, 629)",839,629
"(853, 639)",853,639
"(843, 632)",843,632
"(1159, 869)",1159,869
"(1276, 957)",1276,957
"(891, 668)",891,668
"(1349, 1011)",1349,1011
"(1345, 1008)",1345,1008
"(1336, 1002)",1336,1002
"(889, 666)",889,666
"(1167, 875)",1167,875
"(819, 614)",819,614
"(847, 635)",847,635
"(1284, 963)",1284,963
"(1387, 1040)",1387,1040
"(1454, 1090)",1454,1090
"(888, 666)",888,666
"(872, 654)",872,654
"(1376, 1032)",1376,1032
"(1139, 854)",1139,854
"(1298, 973)",1298,973
"(1344, 1008)",1344,1008
"(1172, 879)",1172,879
"(825, 618)",825,618
"(1101, 825)",1101,825
"(1377, 1032)",1377,1032
"(853, 639)",853,639
"(858, 643)",858,643
"(1236, 927)",1236,927
"(1482, 1111)",1482,1111
"(848, 636)",848,636
"(866, 649)",866,649
"(850, 637)",850,637
"(1316, 987)",1316,987
"(1236, 927)",1236,927
"(826, 619)",826,619
"(875, 656)",875,656
"(811, 608)",811,608
"(855, 641)",855,641
"(900, 675)",900,675
"(1235, 926)",1235,926
"(806, 604)",806,604
"(839, 629)",839,629
"(841, 630)",841,630
"(881, 660)",881,660
"(1359, 1019)",1359,1019
"(859, 644)",859,644
"(1423, 1067)",1423,1067
"(836, 627)",836,627
"(1180, 885)",1180,885
"(1319, 989)",1319,989
"(1425, 1068)",1425,1068
"(858, 643)",858,643
"(1482, 1111)",1482,1111
"(1240, 930)",1240,930
"(1186, 889)",1186,889
"(818, 613)",818,613
"(868, 651)",868,651
"(1100, 825)",1100,825
"(1392, 1044)",1392,1044
"(1486, 1114)",1486,1114
"(841, 630)",841,630
"(877, 657)",877,657
"(1105, 828)",1105,828
"(1117, 837)",1117,837
"(855, 641)",855,641
"(1318, 988)",1318,988
"(1244, 933)",1244,933
"(875, 656)",875,656
"(1404, 1053)",1404,1053
"(1389, 1041)",1389,1041
"(877, 657)",877,657
"(857, 642)",857,642
"(856, 642)",856,642
"(1492, 1119)",1492,1119
"(849, 636)",849,636
"(820, 615)",820,615
"(1236, 927)",1236,927
"(887, 665)",887,665
"(1197, 897)",1197,897
"(1369, 1026)",1369,1026
"(891, 668)",891,668
"(1107, 830)",1107,830
"(1177, 882)",1177,882
"(1103, 827)",1103,827
"(818, 613)",818,613
"(855, 641)",855,641
"(879, 659)",879,659
"(1368, 1026)",1368,1026
"(1423, 1067)",1423,1067
"(852, 639)",852,639
"(816, 612)",816,612
"(898, 673)",898,673
"(1205, 903)",1205,903
"(863, 647)",863,647
"(821, 615)",821,615
"(842, 631)",842,631
